GEF ID,Lead GEF Agency,Country,Geographic Scope,Project title,Project Short Title,Task Manager,Project Type,Current Project  Status,Focal Area_A,Subprogramme,PIF/Council Approval Date,Date of full project submission to GEF Secretariat,PPG  CEO Approval,UNEP signature date      (PPG),Expected/ Actual Completion date PPG,PPG WBSE,Project Preparation Grant (PPG),  Project CEO Approval/Endorsement Date,UNEP signature date  (Project),Date of latest signature date on the umbrella legal instrument,Expected Technical Completion date (Project),Revised Technical Completion date (Project),Actual Technical Completion date (Project),Expected Completion date (Validity of the LA),Number of Amendments to LA,Actual Completion date (Validity of the LA),Project WBSE,S1 Grant Code,P1 Grant Code,Project  Grant ,  Co-financing Amount ,  PA focal point  , FMO , FA Focal Point , Project mid-term review/evaluation status , Project terminal evaluation status  , Date of project financial closure , Fund , Branch , Comments  ,Technical completion date, Corporate Services(AG_Fee) , Project Cycle Activities(AG_Fee) , Portfolio_Total(AG_Fee) 
3403,UNEP,"Regional (Namibia, Botswana, South Africa)",Africa,"SIP: Kalahari-Namib Project: enhancing decision-making through Interactive Environmental Learning and Action in Molopo-Nossob River Basin in Botswana, Namibia and South Africa",Kalahari - Namib ,Adamou Bouhari,FSP,Completed,Land Degradation,Ecosystems Management,14-Jun-07,13-Mar-08,06-Jun-08,18-Nov-08,25-Oct-13,SB-000808.14,"$125,000.00",19-Nov-10,11-Apr-11,11-Apr-11,30-Jun-19,30-Jun-19,30-Jun-19,30-Nov-14,2,30-Jun-19,SB-000686.29,S1-32GFL-000509,P1-33GFL-000187,"$2,175,000"," 5,000,000 ",Eric Mugo,George Saddimbah,Linda Choge,,,31-Dec-20,GFL,Biodiversity and Land Branch (BLB),,06/30/2019," 21,750 "," 195,750 "," 217,500 "
3405,UNEP,Ecuador,Latin America and the Caribbean,BS Implementation of the National Biosafety Framework,Ecuador/IMP,Thais Narciso,MSP,Technically Completed,Biodiversity,Ecosystem Management,08-Jul-08,,15-Sep-08,27-Jan-09,02-Oct-14,,"$16,000.00",26-May-10,16-Dec-10,10-Dec-10,30-Apr-19,30-Jun-21,31-Aug-21,30-Apr-20,1,31-Jan-22,SB-000780.70,S1-32GFL-000497,P1-33GFL-000210,"$665,818"," 1,072,427 ",Gloritzel Frangakis ,Michael Atogoh,Elizabeth Goro,Completed,Yet to be initiated,,GFL,Biodiversity and Land Branch (BLB),,08/31/2021," 6,658 "," 59,924 "," 66,582 "
3409,UNEP,Angola,Africa,National Adaptation Programme of Action (NAPA),,BD/LD Unit,EA,Completed,Climate Change Adaptation,Climate Change,17-Oct-07,,,,,,$0.00,30-Oct-07,28-Feb-08,,,,,,,,,,,"$200,000", - ,,,,,,,,Biodiversity and Land Branch (BLB),"Alex Owusu-Biney (Task Manager) was involved with the implementation process of the project in collaboration with the former task manager for the project. He will be available to support  the current task manager, as necessary i.e. provide information regarding the terminal evaluation of the project",12/30/1899," 2,000 "," 18,000 "," 20,000 "
3414,UNEP/UNDP,Global,Global,Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases I and II(JOINT with UNDP),Global - Biodiversity Targets National Assesments -Phase I,Jane Nimpamya,MSP,Completed,Biodiversity,Ecosystem Management,07-Oct-08,,,,,,$0.00,16-Nov-07,21-Feb-08,,,,,,,,SB-000819.27,S1-32GFL-000427,,"$1,000,000"," 712,050 ",,George Saddimbah,Michael Atogoh,,,,GFL,Biodiversity and Land Branch (BLB),,12/30/1899," 10,000 "," 90,000 "," 100,000 "
3623,UNEP/UNDP,Argentina,Latin America and the Caribbean,Establishment of Incentives for the Conservation of Ecosystem Services of Global Significance,PES Argentina,Robert Erath,FSP,Completed,Multi-focal Areas(BD/CCM),Ecosystem Management,13-Nov-08,14-Nov-08,13-Nov-08,13-Feb-09,28-Dec-09,,"$95,000.00",11-May-10,15-Mar-11,15-Mar-11,30-Jun-17,31-Dec-18,30-Dec-19,31-Dec-17,2,31-Dec-19,SB-000686.31,S1-32GFL-000517,P1-33GFL-000221,"$987,124"," 8,959,024 ",Gloritzel Frangakis ,Janet Bwiza,Lilian Musyoka,Completed,Completed,,GFL,Biodiversity and Land Branch (BLB),,12/30/2019," 9,871 "," 88,841 "," 98,712 "
3631,UNEP,Panama,Latin America and the Caribbean,Consolidation of National Capacities for the full  Implementation of the Cartagena Protocol on Biosafety in Panama,Panama/IMP,Thais Narciso,MSP,Technically Completed,Biodiversity,Ecosystem Management,17-Oct-08,,18-Dec-08,28-Jul-09,30-Nov-09,,"$17,800.00",11-Aug-11,28-Oct-13,08-Oct-13,31-Dec-20,30-Sep-21,30-Sep-21,30-Jun-21,3,31-Mar-22,SB-000687.41,S1-32GFL-000374,P1-33GFL-000492,"$954,927"," 1,000,000 ",Gloritzel Frangakis ,Michael Atogoh,Elizabeth Goro,Completed,Yet to be initiated,,GFL,Biodiversity and Land Branch (BLB),,09/30/2021," 9,549 "," 85,943 "," 95,493 "
3633,UNEP,Peru ,Latin America and the Caribbean,Implementation of the National Biosafety Framework,Peru/IMP,Thais Narciso,MSP,Completed,Biodiversity,Ecosystem Management,28-Oct-08,,18-Dec-08,17-Apr-09,31-Aug-09,,"$24,560.00",18-Aug-10,02-Feb-11,24-Jan-11,30-Jun-16,30-Nov-16,31-Dec-16,31-Dec-16,2,31-Mar-17,SB-000686.25,,,"$811,804"," 1,067,526 ",Gloritzel Frangakis ,Michael Atogoh,Lilian Musyoka,Completed,Completed,,GFL ,Biodiversity and Land Branch (BLB),,12/31/2016," 8,118 "," 73,062 "," 81,180 "
3636,UNEP,Cambodia,Asia Pacific, Building Capacity for the Detection and Monitoring of LMOs in Cambodia Biosafety Program,Cambodia/MSP,Alex Owusu-Biney,MSP,Completed,Biodiversity,Ecosystem Management,31-Mar-09,,31-Mar-09,29-Jun-09,14-Dec-10,,"$28,000.00",01-Mar-12,02-Apr-12,14-Jul-15,01-Apr-15,31-Dec-15,31-Dec-15,28-Feb-15,1,30-Jun-16,SB-000687.36,S1-32GFL-000369,P1-33GFL-000251,"$656,528"," 900,000 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,Completed,Completed,,GFL,Biodiversity and Land Branch (BLB),"Awaiting closure, all terminal documents, EA awaits final cash advance",12/31/2015," 6,565 "," 59,088 "," 65,653 "
3643,UNEP,Cuba,Latin America and the Caribbean,Completion and Strengthening of the Cuban National Biosafety Framework for the Effective Implementation of the Cartagena Protocol,Cuba/IMP,Thais Narciso,MSP,Completed,Biodiversity,Ecosystem Management,19-Sep-08,,19-Sep-08,31-Jul-09,30-Nov-09,,"$9,000.00",04-Oct-10,30-Nov-10,29-Nov-10,31-Dec-15,30-Nov-15,28-Jun-16,30-Jun-16,,30-Jun-16,SB-000686.24,,,"$900,091"," 1,018,552 ",Gloritzel Frangakis ,Michael Atogoh,LIlian Musyoka,Completed,Completed,,GFL ,Biodiversity and Land Branch (BLB),,06/28/2016," 9,001 "," 81,008 "," 90,009 "
3644,UNEP,Namibia,Africa,Institutional Capacity Building Towards the Implementation of the Biosafety Act 2006 and related Obligations to the Cartagena Protocol on Biosafety under the Biosafety Program,Namibia/MSP,Alex Owusu-Biney,MSP,Completed,Biodiversity,Ecosystem Management,19-Dec-08,,19-Dec-08,22-Apr-09,16-Jan-12,,"$25,000.00",24-Aug-11,16-Nov-11,23-Mar-16,31-Oct-16,31-Oct-16,31-Mar-17,31-Mar-17,2,31-Mar-17,SB-000687.27,S1-32GFL-000336,P1-33GFL-000219,"$510,000"," 426,000 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,Completed,Completed,,GFL,Biodiversity and Land Branch (BLB),Under closure,03/31/2017," 5,100 "," 45,900 "," 51,000 "
3646,UNEP,Lesotho,Africa,BS Support the Implementation of the National Biosafety Framework of Lesotho,Lesotho/IMP,Alex Owusu-Biney,MSP,Completed,Biodiversity,Ecosystem Management,07-Jul-09,,,,,,$0.00,30-Mar-11,14-Jul-11,29-Jun-17,31-Jul-15,31-Jul-18,31-Jul-18,30-Jun-20,3,30-Jun-20,SB-000687.11,S1-32GFL-000257,P1-33GFL-000191,"$884,806"," 817,339 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,Completed,Completed,,GFL,Biodiversity and Land Branch (BLB),"Awaiting final Audit, Terminal Evaluation Completed",07/31/2018," 8,848 "," 79,633 "," 88,481 "
3649,UNEP,Mozambique,Africa,Support to the Implementation of the National Biosafety Framework of Mozambique,Mozambique/IMP,Alex Owusu-Biney,MSP,Under Implementation,Biodiversity,Ecosystem Management,07-Jul-09,,,,,,$0.00,09-Jan-14,06-May-14,20-Apr-19,05-May-15,31-Dec-20,31-Oct-22,30-Apr-23,3,30-Apr-23,SB-000689.31,S1-32GFL-000474,P1-33GFL-000427,"$755,000"," 755,000 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,Completed,N/A,,GFL,Biodiversity and Land Branch (BLB),Challenges with internal procurement procedures,10/31/2022," 7,550 "," 67,950 "," 75,500 "
3651,UNEP,Cameroon,Africa,Development and Implementation of a National Monitoring and Control System (Framework) for Living Modified Organisms (LMOs) and Invasive Alien Species (IAS),Cameroon/FSP,Alex Owusu-Biney,FSP,Completed,Biodiversity,Ecosystem Management,24-Apr-08,,25-Nov-09,04-Jan-10,12-Mar-13,,"$93,000.00",05-Jan-11,15-Mar-11,10-Mar-15,28-Mar-15,31-Dec-16,31-Dec-16,30-Jun-17,1,30-Jun-17,SB-000686.38,S1-32GFL-000542,P1-33GFL-000196,"$2,400,000"," 8,800,000 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,Completed,Completed,,GFL,Biodiversity and Land Branch (BLB),All obligations under taken and closing documents signed off,12/31/2016," 24,000 "," 216,000 "," 240,000 "
3655,UNEP,Nigeria,Africa, Support for the Implementation of the National Biosafety Framework of Nigeria,Nigeria/IMP,Alex Owusu-Biney,MSP,Completed,Biodiversity,Ecosystem Management,01-Oct-09,,,,,,$0.00,31-Mar-11,09-Jun-11,06-Jul-16,31-Dec-16,31-Jul-17,31-Jul-17,30-Oct-15,2,31-Jul-17,SB-000687.05,S1-32GFL-000523,P1-33GFL-000201,"$965,000"," 1,036,900 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,Completed,Completed,,GFL,Biodiversity and Land Branch (BLB),Awaiting final cash advance and closure,07/31/2017," 9,650 "," 86,850 "," 96,500 "
3667,UNEP,Rwanda,Africa, Supporting the Implementation of the National Biosafety Frameworks for Rwanda,Rwanda/IMP,Alex Owusu-Biney,MSP,Under Implementation,Biodiversity,Ecosystem Management,12-Jan-10,,,,,,$0.00,21-Mar-12,30-Jan-13,24-Aug-21,17-Feb-17,30-Jun-22,30-Jun-22,30-Jun-23,4,30-Jun-23,SB-000687.42,S1-32GFL-000376,P1-33GFL-000303,"$645,455"," 969,085 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,Completed,N/A,,GFL,Biodiversity and Land Branch (BLB),EA has a long procurement process which is impacting on delivery of goods and services,06/30/2022," 6,455 "," 58,091 "," 64,546 "
3682,UNEP,Uganda,Africa,Uganda:Developing an Experimental Methodology for Testing the Effectiveness of Payments for Ecosystem Services to Enhance Conservation in Productive Landscapes in Uganda,Uganda PES,Ersin Esen,MSP,Completed,Biodiversity,Ecosystem Management,28-Jul-08,,28-Jul-08,28-Oct-08,,SB-000808.11,"$30,000.00",01-Feb-10,10-May-10,30-Apr-10,,,,01-Apr-14,,,SB-000685.34.01,S1-32GFL-000263,P1-33GFL-000130,"$870,000"," 1,232,400 ",Aska Ochiel ,George Saddimbah,Michael Atogoh,Completed,Completed,,GFL,Biodiversity and Land Branch (BLB),The project has technically closed and the final reporting and evaluation process are underway ,12/30/1899," 8,700 "," 78,300 "," 87,000 "
3702,UNEP,Myanmar,Asia Pacific,Preparation of National Adaptation Programmes of Action (NAPA),,BD/LD Unit,EA,Completed,Climate Change Adaptation,Climate Change,01-Jul-08,,,,,,$0.00,01-Jul-08,30-Oct-08,,,,,31-Dec-11,,,SB-000778.50,,,"$200,000", - ,,,,,,,,Biodiversity and Land Branch (BLB),,12/30/1899," 2,000 "," 18,000 "," 20,000 "
3707,UNEP,"Global (Afghanistan, Eritrea, Lao PDR, Liberia, Mauritius, Palau)",Global,Piloting Integrated Processes and Approaches To Facilitate National Reporting to Rio Conventions,,BD/LD Unit,MSP,Completed,Multi-focal Areas(CB),,11-Feb-09,,11-Feb-09,21-Apr-09,,,"$30,000.00",21-Oct-09,21-Dec-09,,,,,31-Oct-12,,,SB-000780.58,,,"$840,000"," 800,880 ",,,,,,,,Biodiversity and Land Branch (BLB),,12/30/1899," 8,400 "," 75,600 "," 84,000 "
3722,UNEP,Brazil,Latin America and the Caribbean,Improving Brazilian Capacity to Conserve and Use Biodiversity through Information Management and Use,SIBBR-Brazil,Robert Erath,FSP,Completed,Biodiversity,Ecosystem Management,13-Nov-08,,18-Sep-08,07-Oct-09,30-Dec-09,SB-000816.62,"$100,000.00",03-May-10,18-Jul-11,12-Jul-11,31-May-16,31-Dec-17,31-Dec-19,31-Dec-19,1,20-Jun-20,SB-000687.20,S1-32GFL-000294,,"$8,172,728"," 20,000,000 ",Gloritzel Frangakis ,Janet Bwiza,Lilian Musyoka,Completed,Completed,,GFL,Biodiversity and Land Branch (BLB),,12/31/2019," 81,727 "," 735,546 "," 817,273 "
3729,UNEP,Bahamas,Latin America and the Caribbean,Building a Sustainable National Marine Protected Area Network - The Bahamas ,Bahamas SNM,Johan Robinson,FSP,Completed,Biodiversity,Ecosystem Management,27-Jan-09,,23-Oct-08,13-Jan-09,,,"$50,000.00",02-Nov-09,08-Jan-10,06-Jan-10,,,,28-Feb-16,3,,SB-000685.28,S1-32GFL-000211,P1-33GFL-000144,"$2,200,000"," 7,761,600 ",,Janet Bwiza,Weldon Lemein,,,,GFL ,Biodiversity and Land Branch (BLB),,12/30/1899," 22,000 "," 198,000 "," 220,000 "
3730,UNEP,Iran,Asia Pacific,Building National Capacity to Implement the National Biosafety Framework of Islamic Republic of Iran and the Cartagena Protocol on Biosafety,"Iran, Islamic Republic of/IMP",Alex Owusu-Biney,MSP,Technically Completed,Biodiversity,Ecosystem Management,06-Jul-09,,,,,,$0.00,19-Sep-11,28-Sep-12,21-Jan-20,27-Sep-15,31-Dec-20,30-Jun-21,30-Jun-21,3,30-Jun-22,SB-000687.40,S1-32GFL-000373,P1-33GFL-000491,"$749,000"," 851,000 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,Completed,Yet to be initiated,30-Jun-22,GFL,Biodiversity and Land Branch (BLB),"UNDP has agreed to make payments on behalf of UNEP, delays caused by Political embargo/sanctions in international transfer of funds",06/30/2021," 7,490 "," 67,410 "," 74,900 "
3746,UNDP/UNEP,Global,Global,"Support to GEF Eligible CBD Parties for Carrying Out 2010 Biodiversity Targets National Assessments - Phase II (Grant $1m UNDP $980K, fee $100K UNDP $65K) (TRUSTEE ENTERS UNDER ID 3414)",,BD/LD Unit,MSP,Completed,Biodiversity,Ecosystem Management,07-Oct-08,,,,,,$0.00,07-Oct-08,,30-Jun-16,,,,,,,SB-000819.27,,,"$1,000,000"," 712,050 ",,,,,,,,Biodiversity and Land Branch (BLB),,12/30/1899," 10,000 "," 90,000 "," 100,000 "
3751,UNEP,India ,Asia Pacific,Capacity Building on Biosafety for Implementation of the Cartagena Protocol - Phase II,India/FSP,Alex Owusu-Biney,FSP,Completed,Biodiversity,Ecosystem Management,27-Jan-09,,,,,,$0.00,19-Aug-11,03-May-12,30-Jun-16,02-May-16,30-Jun-17,30-Jun-17,30-Jun-17,1,30-Jun-17,SB-000687.39,S1-32GFL-000372,P1-33GFL-000257,"$2,727,273"," 6,000,000 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,Completed,Completed,,GFL ,Biodiversity and Land Branch (BLB),,06/30/2017," 27,273 "," 245,455 "," 272,727 "
3768,UNEP,Mozambique,Africa,Development of the National Clearing House Mechanism- and Capacity Assessment for ABS and Taxonomy,Mozambique -CHM,Jane Nimpamya,EA,Completed,Biodiversity,Ecosystem Management,21-Jun-10,,,,,,$0.00,21-Jun-10,15-Mar-11,,,,,01-Oct-14,,,SB-000686.33.02,S1-32GFL-000525,P1-33GFL-000224,"$175,200"," 20,000 ",,George Saddimbah,Michael Atogoh,,,,GFL,Biodiversity and Land Branch (BLB),,12/30/1899," 1,752 "," 15,768 "," 17,520 "
3801,UNEP,India,Asia Pacific,Strengthening the implementation of the Biological Diversity Act and Rules with focus on its Access and Benefit Sharing Provisions(India),ABS - India,Max Zieren,FSP,Completed,Biodiversity,Ecosystem Management,24-Jun-09,,01-May-09,10-Jun-09,30-Nov-09,,"$50,000.00",25-Mar-11,07-Jun-11,06-Jun-11,06-Jun-11,01-Feb-19,01-Feb-19,31-Dec-19,5,31-Dec-19,SB-000687.07.01,S1-32GFL-000237,P1-33GFL-000183,"$3,531,000"," 7,799,729 ",Aska Ochiel ,Janet Bwiza,Serah Shaiya,Completed,Ongoing,,GFL,Biodiversity and Land Branch (BLB),,02/01/2019," 35,310 "," 317,790 "," 353,100 "
3807,UNEP,"Global (Chile, Lesotho, Trinidad and Tobago, Vietnam, South Africa)",Global,Project for Ecosystem Services (ProEcoServ) (GLOBAL),ProecoServ,Ersin Esen,FSP,Technically Completed,Biodiversity,Ecosystem Management,27-Jan-09,,21-Oct-08,03-Mar-09,26-Jul-12,SB-000816.51,"$67,000.00",20-Apr-10,02-Aug-10,26-Jul-19,31-Jul-20,31-Dec-20,31-Jul-21,01-Jun-14,,31-Jan-22,SB-000685.37,S1-32GFL-000271,P1-33GFL-000703/ P1-33GFL-000153/ P1-33GFL-000145/ P1-33GFL-000141,"$6,296,637"," 19,620,551 ",Aska Ochiel ,George Saddimbah,Weldon Lemein,Completed,Completed,,GFL,Biodiversity and Land Branch (BLB),"Upon the terminal evaluation of the project, it was recommended for more work to be done on 2 outputs. A Second agreement - Divisional Internal Agreement was processed to this effect. The current contract is scheduled to expire in July 2020. An extension of the technical completion date 31 December 2020 is underway.",07/31/2021," 62,966 "," 566,697 "," 629,664 "
3808,UNEP/FAO,"Global (Brazil, Kenya, Sri Lanka, Turkey)",Global,Mainstreaming biodiversity conservation and sustainable use for improved human nutrition and well being,Improved Human Nutrition and Wellbeing,Johan Robinson,FSP,Technically Completed,Biodiversity,Ecosystem Management,17-Mar-10,,05-Aug-09,08-Dec-09,,SB-000685.27,"$260,000.00",14-Nov-11,01-Mar-12,03-May-12,31-Mar-17,30-Sep-19,30-Sep-19,31-Mar-20,2,,SB-000685.27,S1-32GFL-000206,P1-33GFL-000139,"$5,517,618"," 29,552,314 ",Aska Ochiel ,Janet Bwiza,Weldon Lemein,,,,GFL,Biodiversity and Land Branch (BLB),Terminal Evaluation process underway,03/31/3017," 55,176 "," 496,586 "," 551,762 "
3822,UNEP,"Regional (Central African Republic, Congo, Equatorial Guinea, Gabon, Cameroon, Congo DRC )",Africa,CBSP-A regional Focus on Sustainable Timber Management in the Congo Basin,CBSP: Congo Basin ,Adamou Bouhari,FSP,Completed,Multi-focal Areas(BD/CCM),Ecosystems Management,08-Jun-10,21-Jun-11,10-May-10,20-Jul-10,13-Mar-12,,"$100,000.00",26-Jul-11,19-Sep-11,19-Sep-11,07-Jul-16,07-Jul-16,07-Jul-16,30-Aug-15,,07-Jul-16,SB-000687.23,S1-32GFL-000310,P1-33GFL-000230,"$3,075,681"," 13,843,067 ",Eric Mugo,George Saddimbah,Linda Choge,,,,GFL,Biodiversity and Land Branch (BLB),,07/07/2016," 30,757 "," 276,811 "," 307,568 "
3854,UNEP,Uganda,Africa,Development of a National Clearing House Mechanism and Capacity Assessment for Taxonomy and Indigenous Knowledge,Uganda CHM,Jane Nimpamya,EA,Technically Completed,Biodiversity,Ecosystem Management,21-Jun-10,,,,,,$0.00,21-Jun-10,24-Oct-10,24-Oct-10,,,,01-Mar-12,,,SB-000780.69.01,S1-32GFL-000470,P1-33GFL-000198,"$300,000"," 42,000 ",,George Saddimbah,Michael Atogoh,,,,GFL,Biodiversity and Land Branch (BLB),All reports received and approved.Finance unit is supoosed to close this project,12/30/1899," 3,000 "," 27,000 "," 30,000 "
3897,UNEP,Kiribati,Asia Pacific,Phoenix Islands Propetected Area (PIPA),PIPA MSP,Johan Robinson,MSP,Technically Completed,Biodiversity,Ecosystem Management,03-Mar-09,,03-Mar-09,05-Oct-09,26-Jul-12,SB-000687.30.01,"$25,000.00",12-Sep-11,06-Dec-11,17-Nov-11,30-Dec-15,,,31-Mar-19,2,,SB-000687.30,,,"$870,200"," 1,793,100 ",Peerayot Sidonrusmee,Janet Bwiza,Serah Shaiya,,,,GFL,Biodiversity and Land Branch (BLB),Under closure,12/30/2015," 8,702 "," 78,318 "," 87,020 "
3900,UNEP/UNDP,Global,Global,IW: Learn: Strengthening IW Portfolio Delivery and Impact ,,BD/LD Unit,FSP,Completed,International Waters,Ecosystem Management,12-Nov-09,,,,,,$0.00,14-Dec-10,18-Apr-11,,,,,31-Jul-14,,,SB-000686.40,,,"$4,095,000"," 5,204,824 ",,,,,,,,Biodiversity and Land Branch (BLB),,12/30/1899," 40,950 "," 368,550 "," 409,500 "
3920,UNEP,Global,Global,Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments III,,BD/LD Unit,MSP,Completed,Biodiversity,Ecosystem Management,24-Apr-09,,,,,,$0.00,22-Jul-09,20-Aug-09,,,,,,,,SB-000819.40,S1-32GFL-000218,,"$1,000,000"," 1,000,000 ",,George Saddimbah,Michael Atogoh,,,,,Biodiversity and Land Branch (BLB),,12/30/1899," 10,000 "," 90,000 "," 100,000 "
3951,UNEP,"Global (Chile, Indonesia, Nepal, Vietnam)",Global, Expanding FSC Certification at Landscape-level through Incorporating Additional Eco-system Services,FORCES,Max Zieren,FSP,Completed,Biodiversity,Ecosystem Management,17-Mar-10,,19-Feb-10,23-Mar-10,25-Apr-12,,"$125,000.00",09-Aug-11,01-Nov-11,01-Nov-11,31-Dec-16,,,30-Jun-17,2,,SB-000687.28.01,S1-32GFL-000346,P1-33GFL-000215,"$2,880,000"," 3,893,900 ",Peerayot Sidonrusmee,Janet Bwiza,Serah Shaiya,,,,GFL,Biodiversity and Land Branch (BLB),Under closure,12/31/2016," 28,800 "," 259,200 "," 288,000 "
4020,UNEP,Lebanon,West Asia,Market policy and legislative development for Mainstreaming the sustainable management of marine and coastal ecosystems in lebanon,Lebanon MSP,Ersin Esen,MSP,Technically Completed,Biodiversity,Ecosystem Management,03-Sep-09,,03-Sep-09,19-Jan-10,05-Nov-13,GFL-2328-2712,"$26,000.00",02-Nov-10,02-Oct-12,12-Sep-12,30-Apr-16,31-Dec-20,30-Jun-21,30-Jun-21,1,31-Dec-21,SB-000687.08.02,S1-32GFL-000240,P1-33GFL-001304,"$950,000"," 1,423,000 ",Aska Ochiel ,George Saddimbah,Weldon Lemein,,,,GFL,Biodiversity and Land Branch (BLB),,06/30/2021," 9,500 "," 85,500 "," 95,000 "
4022,UNEP,Bangladesh,Asia Pacific,Support to the Implementation of the National Biosafety Framework,Bangladesh/IMP,Alex Owusu-Biney,MSP,Technically Completed,Biodiversity,Ecosystem Management,11-Jan-10,,11-Jan-10,17-Mar-10,27-Jan-12,,"$25,000.00",11-Jul-12,18-Dec-12,04-Nov-16,31-Dec-17,30-Jun-18,30-Jun-18,30-Jun-18,1,30-Jun-18,SB-000688.04,S1-32GFL-000383,P1-33GFL-000336,"$884,090"," 533,300 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,Completed,Completed,,GFL,Biodiversity and Land Branch (BLB),"Terminal Evaluation completed, All Terminal Documents received, awaiting final cash advance",06/30/2018," 8,841 "," 79,568 "," 88,409 "
4023,UNEP,"Regional (Cook Islands, Nauru, Tonga, Tuvalu)",Asia Pacific,Implementing the Island Biodiversity Programme,Integrated Biodiversity,Johan Robinson,FSP,Technically Completed,Biodiversity,Ecosystem Management,17-Mar-10,,25-Feb-10,19-Aug-10,,SB-000686.41,"$77,000.00",19-Dec-11,13-Mar-12,07-Mar-12,30-Sep-16,31-Dec-20,,31-Mar-17,5,30-Jun-21,SB-000686.41.01,S1-32GFL-000339,P1-33GFL-000181,"$1,740,600"," 2,562,120 ",Peerayot Sidonrusmee,Janet Bwiza,Serah Shaiya,,,,GFL,Biodiversity and Land Branch (BLB),Under closure; finance to verify,12/31/2020," 17,406 "," 156,654 "," 174,060 "
4065,UNEP,Turkmenistan,Asia Pacific, Capacity Building for the Development of the National Biosafety Framework,,Alex Owusu-Biney,MSP,PIF Approved,Biodiversity,Ecosystem Management,12-Jan-10,,,,,,$0.00,,,,,,,,,,,,,"$284,600"," 167,625 ",Evelyn Machasio ,,,,,,,Biodiversity and Land Branch (BLB),"CEO endorsement Package was web posted awaiting cofinance letter, despite several attempts the required letter was not received so was not finally approved",12/30/1899," 2,846 "," 25,614 "," 28,460 "
