Process,Ecosystem Service,RAG,Justification
Producción de llantas y caucho,Estabilización de masa y control de la erosión,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico debido a la resistencia del proceso de producción a las perturbaciones"
Producción de llantas y caucho,Mantenimiento del flujo de agua,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Vulcanización,Agua subterránea,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Vulcanización,Agua superficial,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Vulcanización,Estabilización de masa y control de la erosión,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico debido a la resistencia del proceso de producción a las perturbaciones"
"Servicios de agua (por ejemplo, aguas residuales, tratamiento y distribución)",Filtración,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de soluciones de mitigación de impactos"
"Servicios de agua (por ejemplo, aguas residuales, tratamiento y distribución)",Biorremediación,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de soluciones de mitigación de impactos"
"Servicios de agua (por ejemplo, aguas residuales, tratamiento y distribución)",Protección contra inundaciones y tormentas,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos de protección"
"Servicios de agua (por ejemplo, aguas residuales, tratamiento y distribución)",Mediación de impactos sensoriales,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
"Servicios de agua (por ejemplo, aguas residuales, tratamiento y distribución)",Amortiguamiento y atenuación de los flujos de masa,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
"Servicios de agua (por ejemplo, aguas residuales, tratamiento y distribución)",Estabilización de masa y control de la erosión,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico debido a la resistencia del proceso de producción a las perturbaciones"
"Servicios de agua (por ejemplo, aguas residuales, tratamiento y distribución)",Control de plagas,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico debido a la resistencia del proceso de producción a las perturbaciones"
"Servicios de agua (por ejemplo, aguas residuales, tratamiento y distribución)",Regulación climática,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
"Servicios de agua (por ejemplo, aguas residuales, tratamiento y distribución)",Calidad del suelo,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico. A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos"
"Servicios de agua (por ejemplo, aguas residuales, tratamiento y distribución)",Calidad del agua,H,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción 
"Servicios de agua (por ejemplo, aguas residuales, tratamiento y distribución)",Agua subterránea,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
"Servicios de agua (por ejemplo, aguas residuales, tratamiento y distribución)",Agua superficial,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
"Servicios de agua (por ejemplo, aguas residuales, tratamiento y distribución)",Mantenimiento del flujo de agua,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Suministro de energía eólica,Estabilización de masa y control de la erosión,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos de protección"
Suministro de energía eólica,Protección contra inundaciones y tormentas,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico debido a la resistencia del proceso de producción a las perturbaciones"
Suministro de energía eólica,Regulación climática,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
