Ecosystem service,Asset,Driver,Influence,Justification,Likely Response,Effect on Variability,Human action or natural variation,Timescale,Spatial Characteristics
Fibras y otros materiales,Hábitats,Condiciones climáticas ,R,"Las condiciones climáticas afectan a los hábitats en varias formas. El aumento de temperatura ha provocado, por ejemplo, cambios en la composición vegetal, mientras que los eventos climáticos extremos han afectado a los hábitats a nivel global. Por lo tanto, se espera que las alteraciones de hábitats existentes aumentarán en los próximos 100 años con incrementos de temperatura y cambios de las condiciones climáticas previstos.",Las anomalías climáticas producen cambios al ciclo fotosintético y patrones ecológicos globales.,"Existe un vínculo cuantitativo entre las anomalías climáticas, tales como El Niño -  Oscilación del Sur, y los eventos climáticos. Existe evidencia de menor verdor vegetal durante eventos de El Niño-Oscilación del Sur en partes subtropicales del hemisferio sur que impactan en la provisión de fibra.",Variación natural ,Mediano plazo ,Vegetación semiárida en el hemisferio sur 
Fibras y otros materiales,Hábitats,Condiciones climáticas ,A,Los aumentos de temperatura y los eventos climáticos extremos producen impactos en los hábitats y en la composición de las especies. Se espera que las tendencias adversas continuarán con incrementos de temperaturas en los próximos 100 años.,"Las temperaturas crecientes impulsadas por el cambio climático, los cambios en los patrones de lluvia y un aumento en los eventos climáticos extremos amenazan la producción agrícola de forraje.","Los modelos sugieren riesgos sustanciales al  volumen, la volatilidad y la calidad de las cadenas de suministro de alimentación para animales, a pesar de algunos incrementos en la productividad.",Acción humana,Largo plazo ,Global
Fibras y otros materiales,Especies ,Condiciones climáticas  ,A,Los aumentos de temperatura y los eventos climáticos extremos producen impactos en los hábitats y en la composición de las especies. Se espera que las tendencias adversas continuarán con incrementos de temperaturas en los próximos 100 años.,"Las temperaturas crecientes impulsadas por el cambio climático, los cambios en los patrones de lluvia y un aumento en los eventos climáticos extremos amenazan la producción agrícola de forraje.","Producciones decrecientes de cereales, lo que contribuye a mayores precios de los alimentos y una demanda mayor que la oferta.",Acción humana,Largo plazo ,Global
Fibras y otros materiales,Especies,Condiciones climáticas,A,Los aumentos de temperatura y los eventos climáticos extremos producen impactos en los hábitats y en la composición de las especies. Se espera que las tendencias adversas continuarán con incrementos de temperaturas en los próximos 100 años.,Las anomalías climáticas producen cambios al ciclo fotosintético y patrones ecológicos globales.,"Existe un vínculo cuantitativo entre las anomalías climáticas, tales como El Niño -  Oscilación del Sur, y los eventos climáticos. Existe evidencia de menor verdor vegetal durante eventos de El Niño-Oscilación del Sur en partes subtropicales del hemisferio sur que impactan en la provisión de fibra.",Variación natural ,Mediano plazo ,Vegetación semiárida en el hemisferio sur 
Filtración,Hábitats,Modificación del hábitat ,R,"La modificación de hábitats impacta directamente a los hábitats: altera los paisajes y comunidades mediante la reducción de los tamaños de las poblaciones y fragmenta los rangos mediante la imposición de barreras físicas o biológicas a la dispersión. Sin embargo, los hábitats varían en resiliencia, por lo que los impactos difieren.",Reducción en los hábitats disponibles para realizar  filtración y captura.,"Menor capacidad de realizar filtración y captura de contaminantes a nivel ecosistémico (por ejemplo, como resultado de hábitats clave, tales como bofedales, turberas altas de cobertura; así como de reclamación de hábitats marinos,  tales como marismas).",Acción humana,Corto plazo,Local
Filtración,Especies,Modificación del hábitat ,R,"La degradación de la calidad o cantidad de hábitats puede reducir el tamaño de las poblaciones y las tasas de crecimiento, y aumentar el cambio de los eventos de extinción locales.",Reducción del número de plantas disponibles para realizar filtración y captura.,Menor filtración y captura de contaminantes por las plantas.,Acción humana,Corto plazo,Local
Filtración,Hábitats,Contaminación,A,"La contaminación puede causar cambios físicos y químicos en los hábitats, que reduce la capacidad de aprovisionamiento y, en consecuencia, impacta a las especies. Los hábitats tienen la capacidad de recuperarse de los impactos de la contaminación si no están tan sobrecargados con contaminantes irreversibles, siendo importantes tanto el tipo de contaminación como el nivel de carga. Algunos hábitats son más resilientes a los efectos de la contaminación ? la relación normalmente está determinada por el contexto y depende del hábitat, pero también del tipo de contaminante.",Reducción en la capacidad de los hábitats para filtrar o capturar contaminantes.,"Menor filtración, adsorción o acumulación de contaminantes a nivel ecosistémico.",Acción humana,Corto plazo,Local
Filtración,Especies,Contaminación,A,"La contaminación es perjudicial para la salud de las especies. La deposición atmosférica de nitrógeno reactivo, por ejemplo, tiene el potencial de reducir la abundancia de especies vegetales, al favorecer especies mejor adaptadas a niveles altos de nutrientes. Los impactos de la contaminación sobre las especies varían por ubicación y otros parámetros externos.","Reducción o interrupción en la capacidad de los microrganismos para filtrar, capturar, almacenar o acumular contaminantes.","Menor filtración, adsorción o acumulación de contaminantes por microorganismos.",Acción humana,Mediano-largo plazo ,Local
Filtración,Especies,Contaminación,A,"La contaminación es perjudicial para la salud de las especies. La deposición atmosférica de nitrógeno reactivo, por ejemplo, tiene el potencial de reducir la abundancia de especies vegetales, al favorecer especies mejor adaptadas a niveles altos de nutrientes. Los impactos de la contaminación sobre las especies varían por ubicación y otros parámetros externos.","Menor supervivencia de especies (o extinciones locales) y reducción o interrupción de su capacidad de filtrar, capturar, almacenar y acumular contaminantes.","Menor filtración, captura, almacenamiento y acumulación de contaminantes por animales.",Acción humana,Mediano -largo plazo,Local
Filtración,Especies,Contaminación,A,"La contaminación es perjudicial para la salud de las especies. La deposición atmosférica de nitrógeno reactivo, por ejemplo, tiene el potencial de reducir la abundancia de especies vegetales, al favorecer especies mejor adaptadas a niveles altos de nutrientes. Los impactos de la contaminación sobre las especies varían por ubicación y otros parámetros externos.",,,,,
Reducción en la capacidad de las algas para filtrar o capturar contaminantes,,,,,,,,,
Reducción de la captura o filtración de contaminación por algas.,Acción humana,Mediano -largo plazo,Local,,,,,,
Filtración,Especies,Contaminación,A,"La contaminación es perjudicial para la salud de las especies. La deposición atmosférica de nitrógeno reactivo, por ejemplo, tiene el potencial de reducir la abundancia de especies vegetales, al favorecer especies mejor adaptadas a niveles altos de nutrientes. Los impactos de la contaminación sobre las especies varían por ubicación y otros parámetros externos.",Muerte de plantas y una reducción resultante de su capacidad para realizar la filtración y el secuestro.,Menor filtración y captura de contaminantes por las plantas.,Acción humana,Corto plazo,Local
Filtración,Hábitats,Condiciones climáticas ,R,"Las condiciones climáticas afectan a los hábitats en varias formas. El aumento de temperaturas ha llevado, por ejemplo, a cambios en la composición vegetal, mientras que los eventos climáticos extremos han afectado a los hábitats a nivel global. Por lo tanto, se espera que las alteraciones de hábitats existentes aumentarán en los próximos 100 años con incrementos de temperatura y cambios de condiciones climáticas previstos.",Mayor o menor funcionamiento de hábitats en los ecosistemas.,"Mayor o menor capacidad de los hábitats para filtrar, capturar, almacenar y/o acumular contaminantes en los ecosistemas.",Variación natural ,Corto plazo,Regional-global
